"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"066446","上銀兆豐75購01","158,000","12","336,460","2.14","2.16","2.10","2.13","-","0.05","2.15","10","2.16","10","320.00",
"066447","台光電國票73購01","0","0","0","--","--","--","--"," ","0.00","0.05","25","0.06","10","104.00",
"066448","可成國票73購03","0","0","0","--","--","--","--"," ","0.00","1.47","10","1.48","10","330.00",
"066449","元油反群益73購02","0","0","0","--","--","--","--"," ","0.00","0.19","25","0.20","10","16.82",
"066450","台塑群益73購01","145,000","17","247,770","1.73","1.74","1.62","1.74","-","0.06","1.74","24","1.76","10","98.10",
"066451","瑞昱群益74購01","140,000","3","90,200","0.65","0.65","0.63","0.63","-","0.04","0.64","25","0.65","10","109.00",
"066452","富邦金群益74購02","0","0","0","--","--","--","--"," ","0.00","1.79","25","1.82","10","51.00",
"066453","榮成日盛73購02","0","0","0","--","--","--","--"," ","0.00","0.42","499","0.43","168","41.45",
"066454","和碩元富73購01","0","0","0","--","--","--","--"," ","0.00","0.27","25","0.28","25","72.10",
"066455","鴻海台新73購02","0","0","0","--","--","--","--"," ","0.00","0.10","10","0.18","10","0.00",
"066456","緯創台新73購01","116,000","6","42,630","0.40","0.41","0.34","0.37","-","0.01","0.34","20","0.36","20","0.00",
"066457","廣宇永豐73購01","392,000","7","213,220","0.57","0.57","0.53","0.55","-","0.04","0.55","10","0.56","10","25.25",
"066458","長榮航永豐73購02","266,000","15","220,860","0.73","0.88","0.73","0.81","+","0.09","0.78","10","0.79","10","15.95",
"066459","王品永豐73購01","0","0","0","--","--","--","--"," ","0.00","0.16","10","0.17","10","135.00",
"066460","敦泰永豐73購02","0","0","0","--","--","--","--"," ","0.00","0.22","10","0.23","10","31.25",
"066461","TPK永豐73購04","10,000","1","2,800","0.28","0.28","0.28","0.28","X","0.00","0.27","10","0.28","10","83.70",
"066462","台郡永豐73購05","830,000","17","345,750","0.38","0.48","0.37","0.48","+","0.07","0.49","10","0.50","10","111.00",
"066463","卜蜂元大73購01","552,000","27","355,660","0.66","0.68","0.63","0.65","+","0.03","0.63","100","0.65","70","64.70",
"066464","台塑元大76購01","1,731,000","85","2,491,270","1.52","1.52","1.39","1.47","-","0.05","1.46","103","1.47","95","98.10",
"066465","台化元大76購01","969,000","59","2,014,390","2.12","2.25","2.00","2.13","+","0.03","2.13","110","2.19","100","103.50",
"066466","儒鴻元大73購02","112,000","3","16,680","0.14","0.15","0.14","0.15","+","0.02","0.12","100","0.13","100","297.00",
"066467","和大元大73購03","235,000","11","214,300","0.93","0.94","0.87","0.92","-","0.04","0.88","100","0.91","100","145.50",
"066468","瑞昱元大76購01","0","0","0","--","--","--","--"," ","0.00","1.46","100","1.49","100","109.00",
"066469","可成元大73購15","0","0","0","--","--","--","--"," ","0.00","1.55","100","1.62","100","330.00",
"066470","神基元大73購02","1,012,000","35","1,059,190","0.95","1.13","0.95","1.04","+","0.10","1.03","100","1.04","70","45.00",
"066471","欣興元大73購01","1,040,000","21","819,050","0.73","0.82","0.70","0.82","+","0.12","0.82","100","0.84","100","16.80",
"066472","景碩元大73購03","0","0","0","--","--","--","--"," ","0.00","0.02","100","0.12","10","54.80",
"066473","景碩元大73購04","5,000","1","500","0.10","0.10","0.10","0.10","+","0.02","0.08","100","0.09","1","54.80",
"066474","新日興元大73購03","1,237,000","27","679,200","0.41","0.65","0.41","0.57","X","0.00","0.56","100","0.58","100","78.70",
"066475","群創元大73購06","0","0","0","--","--","--","--"," ","0.00","0.26","100","0.27","100","12.45",
"066476","材料元大76購01","125,000","5","124,500","1.00","1.00","0.96","1.00","+","0.01","0.99","100","1.00","75","173.50",
"066477","和碩元大73購04","42,000","4","17,500","0.38","0.42","0.38","0.42","+","0.02","0.41","100","0.42","100","72.10",
"066478","乙盛元大73購01","130,000","7","100,000","0.80","0.80","0.76","0.76","-","0.06","0.78","100","0.79","50","45.20",
"066479","中租元大73購02","0","0","0","--","--","--","--"," ","0.00","1.78","100","1.82","10","87.60",
"066480","群電元大76購01","258,000","8","314,380","1.21","1.23","1.20","1.20","-","0.08","1.18","20","1.22","100","61.20",
"066481","矽力元大76購01","166,000","5","151,200","0.90","0.93","0.90","0.90","+","0.04","0.90","113","0.91","100","687.00",
"066482","葡萄王凱基73購01","367,000","15","734,060","1.92","2.09","1.92","2.09","+","0.14","2.05","30","2.09","30","212.50",
"066483","微星凱基73購01","358,000","29","808,790","2.23","2.49","2.15","2.49","+","0.24","2.40","15","2.46","15","79.90",
"066484","可成凱基73購10","189,000","6","353,600","1.80","1.89","1.80","1.88","-","0.04","1.82","30","1.85","30","330.00",
"066485","可成凱基74購04","903,000","10","1,871,230","2.03","2.16","2.01","2.08","-","0.06","2.06","30","2.09","30","330.00",
"066486","華新科凱基73購02","0","0","0","--","--","--","--"," ","0.00","3.30","30","3.40","30","101.50",
"066487","宏達電凱基73購06","526,000","6","247,080","0.46","0.48","0.46","0.46","+","0.02","0.45","30","0.46","30","73.90",
"066488","宏達電凱基74購02","12,000","3","6,370","0.53","0.54","0.53","0.54","+","0.03","0.52","30","0.53","30","73.90",
"066489","宏達電凱基75購02","0","0","0","--","--","--","--"," ","0.00","0.58","30","0.59","30","73.90",
"066490","長榮凱基73購04","1,443,000","31","687,290","0.40","0.62","0.40","0.62","X","0.00","0.63","30","--","0","17.95",
"066491","緯創凱基73購01","1,274,000","23","643,800","0.54","0.54","0.48","0.48","-","0.03","0.47","30","0.48","130","23.80",
"066492","臻鼎凱基73購02","373,000","11","395,920","1.05","1.07","1.05","1.07","+","0.07","1.08","30","1.11","30","66.30",
"066493","南茂凱基73購01","60,000","2","19,200","0.32","0.32","0.32","0.32","-","0.03","0.32","30","0.33","30","26.40",
"066494","南茂凱基73購02","10,000","1","1,400","0.14","0.14","0.14","0.14","-","0.01","0.14","30","0.15","30","26.40",
"066495","亞德客國泰75購01","152,000","5","347,300","2.30","2.30","2.15","2.15","-","0.10","2.13","10","2.18","10","523.00",
"066496","榮成國泰73購01","0","0","0","--","--","--","--"," ","0.00","0.36","499","0.37","10","41.45",
"066497","華通國泰74購01","221,000","9","419,930","1.75","2.02","1.75","2.02","+","0.14","1.98","499","2.02","31","40.00",
"066498","凌陽國泰73購01","100,000","4","89,800","0.88","0.92","0.88","0.92","+","0.03","1.06","499","1.09","30","17.00",
"066499","南亞科國泰73購02","354,000","8","144,560","0.34","0.44","0.34","0.40","+","0.09","0.40","550","0.41","340","78.00",
"066500","可成國泰73購03","0","0","0","--","--","--","--"," ","0.00","2.22","499","2.26","50","330.00",
"066501","華新科國泰75購01","0","0","0","--","--","--","--"," ","0.00","3.41","499","3.51","10","101.50",
"066502","長榮國泰74購01","542,000","53","305,930","0.44","0.72","0.44","0.70","+","0.30","0.73","10","1.12","4","17.95",
"066503","明泰國泰73購01","325,000","10","336,970","1.02","1.07","1.02","1.05","+","0.05","1.05","494","1.06","140","24.15",
"066504","和碩國泰73購01","305,000","15","109,850","0.35","0.37","0.35","0.37","+","0.01","0.37","479","0.38","204","72.10",
"066505","為升富邦73購01","0","0","0","--","--","--","--"," ","0.00","0.32","10","0.33","10","284.00",
"066506","旺宏富邦73購03","7,000","1","4,410","0.63","0.63","0.63","0.63","-","0.05","0.62","10","0.72","10","43.60",
"066507","長榮富邦73購03","49,000","6","15,240","0.28","0.50","0.27","0.50","X","0.00","0.50","10","--","0","17.95",
"066508","景碩富邦73購01","0","0","0","--","--","--","--"," ","0.00","0.02","10","0.10","20","54.80",
"066509","鎧勝富邦73購02","20,000","2","17,800","0.91","0.91","0.87","0.87","-","0.10","0.90","20","0.93","10","101.50",
"066510","台塑日盛73購01","834,000","24","1,203,340","1.53","1.53","1.36","1.46","-","0.07","1.45","499","1.51","100","98.10",
"066511","台化日盛73購01","299,000","15","708,390","2.45","2.45","2.21","2.21","-","0.09","2.30","20","2.37","200","103.50",
"066512","上証2X群益73購06","76,000","4","313,800","3.70","4.44","3.70","4.44","+","0.84","4.47","25","4.50","10","51.85",
"066513","華新科群益73購02","0","0","0","--","--","--","--"," ","0.00","3.15","25","3.25","10","101.50",
"066514","長榮航群益73購01","2,464,000","58","2,323,210","0.82","1.08","0.82","0.90","+","0.09","0.90","30","0.92","10","15.95",
"066515","和碩群益73購04","0","0","0","--","--","--","--"," ","0.00","0.22","25","0.23","10","72.10",
"066516","臻鼎統一73購03","305,000","6","254,050","0.81","0.89","0.81","0.89","+","0.07","0.87","10","0.89","10","66.30",
"066517","中租統一73購01","10,000","1","14,500","1.45","1.45","1.45","1.45","X","0.00","1.45","108","1.49","10","87.60",
"066518","廣宇元富73購03","14,000","2","9,940","0.71","0.71","0.71","0.71","-","0.06","0.70","25","0.72","25","25.25",
"066519","美律元富73購04","511,000","5","248,770","0.47","0.50","0.44","0.50"," ","0.00","0.50","25","0.51","25","197.00",
"066520","全新元富73購03","10,000","1","41,200","4.12","4.12","4.12","4.12","X","0.00","4.28","25","4.33","10","95.00",
"066521","凌巨元富73購03","0","0","0","--","--","--","--"," ","0.00","0.20","25","0.21","25","19.20",
"066522","元油2X凱基73購01","90,000","8","225,500","2.51","2.51","2.50","2.51","+","0.05","2.50","31","2.58","2","20.18",
"066523","美律凱基73購01","555,000","19","448,010","0.80","0.84","0.77","0.84"," ","0.00","0.80","30","0.81","30","197.00",
"066524","美律凱基73購02","125,000","9","85,390","0.72","0.76","0.64","0.76","+","0.02","0.73","30","0.74","30","197.00",
"066525","美律凱基73購03","434,000","13","352,720","0.84","0.87","0.77","0.87"," ","0.00","0.84","30","0.85","30","197.00",
"066526","長榮航凱基73購02","1,824,000","35","1,764,470","0.94","1.06","0.93","0.99","+","0.06","0.97","30","0.99","30","15.95",
"066527","和碩凱基73購05","390,000","5","231,960","0.56","0.60","0.56","0.60","+","0.02","0.59","30","0.60","30","72.10",
"066528","卜蜂元大73購02","277,000","11","137,470","0.51","0.51","0.48","0.49","+","0.03","0.48","100","0.49","100","64.70",
"066529","為升元大73購01","1,155,000","19","484,340","0.38","0.44","0.38","0.44","+","0.07","0.44","100","0.45","130","284.00",
"066530","華通元大73購06","326,000","37","571,350","1.55","1.92","1.55","1.89","+","0.33","1.89","100","1.90","10","40.00",
"066531","鴻海元大73購06","128,000","16","64,110","0.53","0.53","0.49","0.49","-","0.04","0.51","100","0.52","100","95.00",
"066532","鴻海元大73購07","144,000","6","59,510","0.43","0.43","0.40","0.40","-","0.03","0.41","100","0.42","100","95.00",
"066533","英業達元大73購03","695,000","26","713,550","0.97","1.08","0.97","1.06","+","0.08","1.06","97","1.07","100","24.25",
"066534","微星元大73購05","4,000","2","10,960","2.75","2.75","2.71","2.71","X","0.00","2.71","100","2.75","10","79.90",
"066535","美律元大73購04","37,000","1","38,110","1.03","1.03","1.03","1.03","-","0.04","1.05","100","1.06","100","197.00",
"066536","緯創元大73購02","624,000","26","516,110","0.89","0.89","0.79","0.80","-","0.03","0.79","100","0.80","100","23.80",
"066537","嘉澤元大73購06","1,794,000","39","2,979,890","1.71","1.74","1.58","1.64","-","0.08","1.61","200","1.63","100","199.50",
"066538","乙盛元大73購02","100,000","2","63,500","0.63","0.64","0.63","0.64","-","0.07","0.66","100","0.67","50","45.20",
"066539","樺漢元大73購03","10,000","6","9,170","0.95","0.95","0.89","0.90","-","0.07","0.90","100","0.91","100","444.00",
"066540","南茂元大73購02","8,000","2","1,890","0.24","0.24","0.23","0.23","-","0.05","0.23","100","0.24","100","26.40",
"066541","百和興元大73購01","31,000","2","14,300","0.50","0.50","0.46","0.46","-","0.03","0.46","100","0.47","100","60.40",
"066542","臺股指元大73購24","50,000","3","82,800","1.65","1.71","1.64","1.71","+","0.12","1.78","495","1.79","495","0.00",
"066543","臺股指元大73購25","0","0","0","--","--","--","--"," ","0.00","1.90","495","1.91","495","0.00",
"066544","臺股指元大73購26","2,000","2","3,680","1.82","1.86","1.82","1.86","+","0.14","1.86","494","1.87","495","0.00",
"066545","臺股指元大73購27","9,000","2","20,630","2.27","2.31","2.27","2.31","+","0.11","2.36","495","2.37","495","0.00",
"066546","聯詠國泰73購01","0","0","0","--","--","--","--"," ","0.00","1.21","400","1.25","100","115.00",
"066547","乙盛國泰73購01","47,000","4","27,740","0.60","0.60","0.59","0.59","-","0.03","0.58","250","0.59","140","45.20",
"066548","彩晶國泰75購01","119,000","4","44,410","0.39","0.39","0.37","0.37","+","0.01","0.37","499","0.38","120","10.05",
"066549","鴻海富邦73購07","133,000","6","41,700","0.31","0.32","0.30","0.30"," ","0.00","0.30","10","0.32","10","95.00",
"066550","台積電富邦73購01","0","0","0","--","--","--","--"," ","0.00","2.30","10","2.36","10","232.50",
"066551","台積電富邦73購02","14,000","7","34,800","2.13","2.66","2.13","2.58","+","0.78","2.54","10","2.58","5","232.50",
"066552","廣達富邦73購01","50,000","3","16,500","0.33","0.33","0.33","0.33","-","0.02","0.33","10","0.34","20","61.90",
"066553","上証2X中信73購01","60,000","4","129,400","2.07","2.27","2.07","2.27","+","0.21","2.27","99","2.30","10","51.85",
"066554","鴻海中信73購03","814,000","18","289,800","0.38","0.38","0.33","0.35","-","0.02","0.35","6","0.36","100","95.00",
"066555","可成中信73購03","9,000","1","20,070","2.23","2.23","2.23","2.23","-","0.03","2.26","30","2.30","10","330.00",
"066556","和碩中信73購01","0","0","0","--","--","--","--"," ","0.00","0.26","10","0.27","10","72.10",
"066557","奇力新台新74購01","120,000","7","155,600","1.33","1.33","1.29","1.33","+","0.12","1.33","10","1.38","10","0.00",
"066558","GIS台新73購03","0","0","0","--","--","--","--"," ","0.00","0.03","20","0.08","20","0.00",
"066559","凌陽永豐73購02","410,000","8","295,150","0.68","0.77","0.68","0.77","+","0.10","0.82","10","0.83","10","17.00",
"066560","興勤永豐73購01","0","0","0","--","--","--","--"," ","0.00","0.38","10","0.39","10","85.00",
"066561","可成永豐73購05","245,000","4","335,400","1.32","1.39","1.32","1.39","+","0.03","1.33","10","1.34","10","330.00",
"066562","創意永豐73購03","0","0","0","--","--","--","--"," ","0.00","1.99","10","2.06","10","264.50",
"066563","啟碁永豐73購02","0","0","0","--","--","--","--"," ","0.00","0.47","10","0.48","10","85.60",
"066564","日友永豐73購02","108,000","17","163,510","1.55","1.55","1.44","1.46","-","0.03","1.45","10","1.46","10","255.00",
"066565","臺股指永豐74購02","60,000","3","66,400","1.07","1.15","1.07","1.15","+","0.11","1.16","10","1.17","10","0.00",
"066566","鴻準凱基74購01","414,000","6","285,220","0.70","0.70","0.66","0.69","-","0.01","0.69","30","0.70","30","85.00",
"066567","健策凱基74購01","100,000","1","68,000","0.68","0.68","0.68","0.68","X","0.00","0.68","30","0.69","30","68.00",
"066568","GIS凱基74購01","0","0","0","--","--","--","--"," ","0.00","0.14","30","0.15","30","198.50",
"066569","百和興凱基74購01","6,000","1","3,780","0.63","0.63","0.63","0.63","-","0.05","0.62","30","0.63","30","60.40",
"066570","永冠日盛74購01","0","0","0","--","--","--","--"," ","0.00","0.30","200","0.31","100","64.50",
"066571","可成日盛74購01","10,000","1","19,100","1.91","1.91","1.91","1.91","-","0.05","1.93","499","1.96","10","330.00",
"066572","明泰日盛74購01","420,000","8","268,400","0.62","0.64","0.62","0.64","+","0.04","0.63","25","0.64","25","24.15",
"066573","超眾日盛74購01","530,000","20","620,340","1.20","1.21","1.13","1.15","+","0.06","1.13","499","1.15","80","99.00",
"066574","群電日盛74購01","0","0","0","--","--","--","--"," ","0.00","0.84","20","0.87","10","61.20",
"066575","南茂日盛74購01","0","0","0","--","--","--","--"," ","0.00","0.21","100","0.22","100","26.40",
"066576","華通元大77購01","106,000","14","150,620","1.34","1.49","1.32","1.47","+","0.15","1.47","100","1.49","10","40.00",
"066577","鴻海元大74購01","0","0","0","--","--","--","--"," ","0.00","0.11","100","0.12","100","95.00",
"066578","鴻海元大74購02","0","0","0","--","--","--","--"," ","0.00","0.16","100","0.17","100","95.00",
"066579","廣達元大74購01","0","0","0","--","--","--","--"," ","0.00","0.24","100","0.25","100","61.90",
"066580","建準元大74購01","261,000","27","230,090","0.94","0.94","0.80","0.81","-","0.15","0.78","100","0.79","100","50.30",
"066581","宏達電元大74購01","67,000","8","49,710","0.74","0.77","0.73","0.74","+","0.03","0.73","100","0.74","100","73.90",
"066582","智伸科元大74購01","0","0","0","--","--","--","--"," ","0.00","0.21","100","0.22","100","165.50",
